ticket_id,text,category,priority,sentiment,channel,customer_tier,product,country,created_at,clean_text,text_len
TKT040682,Website not loading properly Please help urgently.,technical,P2,neutral,phone,free,Product_B,Germany,2024-05-24,website not loading properly please help urgently,49
TKT049354,Package missing I am disappointed.,delivery,P3,negative,chat,pro,Product_C,Germany,2024-12-17,package missing i am disappointed,33
TKT025744,Do you offer discounts? Please help urgently.,general,P3,negative,phone,free,Product_A,India,2024-04-25,do you offer discounts please help urgently,43
TKT014328,Getting server error,technical,P3,negative,chat,pro,Product_B,India,2024-12-19,getting server error,20
TKT002727,How does this feature work? Very happy with support.,general,P1,neutral,email,enterprise,Product_A,UK,2024-02-24,how does this feature work very happy with support,50
TKT045497,Refund amount incorrect Very happy with support.,refund,P2,neutral,phone,enterprise,Product_C,USA,2024-01-16,refund amount incorrect very happy with support,47
TKT017894,Requesting refund immediately Please help urgently.,refund,P1,neutral,phone,pro,Product_C,Germany,2024-04-11,requesting refund immediately please help urgently,50
TKT010903,Feature not working correctly Kindly resolve this.,technical,P2,negative,chat,free,Product_A,UK,2024-02-04,feature not working correctly kindly resolve this,49
TKT039413,Package missing ASAP please.,delivery,P3,neutral,phone,enterprise,Product_B,India,2024-05-09,package missing asap please,27
TKT004926,App keeps crashing when I login This is very frustrating.,technical,P2,negative,chat,free,Product_C,USA,2024-05-25,app keeps crashing when i login this is very frustrating,56
TKT029376,My package has not arrived yet Very happy with support.,delivery,P3,negative,email,enterprise,Product_A,India,2024-01-31,my package has not arrived yet very happy with support,54
TKT007440,Cannot login to my account,account,P1,positive,email,enterprise,Product_C,UK,2024-06-22,cannot login to my account,26
TKT038279,Feature not working correctly Kindly resolve this.,technical,P2,neutral,phone,free,Product_C,USA,2024-09-06,feature not working correctly kindly resolve this,49
TKT043246,My invoice amount is incorrect Thank you.,billing,P1,neutral,phone,free,Product_A,India,2024-01-14,my invoice amount is incorrect thank you,40
TKT033701,Requesting refund immediately,refund,P3,negative,phone,pro,Product_C,USA,2024-02-22,requesting refund immediately,29
TKT001603,How does this feature work? Very happy with support.,general,P3,positive,chat,enterprise,Product_B,USA,2024-09-10,how does this feature work very happy with support,50
TKT021756,My invoice amount is incorrect Please help urgently.,billing,P3,positive,phone,pro,Product_A,UK,2024-08-24,my invoice amount is incorrect please help urgently,51
TKT020553,Requesting refund immediately Not satisfied.,refund,P1,positive,email,free,Product_C,Germany,2024-07-13,requesting refund immediately not satisfied,43
TKT040318,Do you offer discounts? I am disappointed.,general,P2,neutral,email,pro,Product_C,Germany,2024-06-10,do you offer discounts i am disappointed,40
TKT023274,Website not loading properly I am disappointed.,technical,P1,neutral,chat,free,Product_C,USA,2024-05-08,website not loading properly i am disappointed,46
TKT003521,Received wrong product Not satisfied.,delivery,P1,neutral,email,free,Product_B,Canada,2024-05-05,received wrong product not satisfied,36
TKT019742,Package missing I am disappointed.,delivery,P3,negative,chat,pro,Product_A,Germany,2024-03-05,package missing i am disappointed,33
TKT042176,I want a refund for my order I am disappointed.,refund,P3,neutral,chat,free,Product_B,Germany,2024-02-27,i want a refund for my order i am disappointed,46
TKT033938,Refund not processed yet Very happy with support.,refund,P1,neutral,phone,free,Product_C,India,2024-06-04,refund not processed yet very happy with support,48
TKT020363,Unable to reset my password ASAP please.,technical,P2,positive,phone,free,Product_A,Germany,2024-06-30,unable to reset my password asap please,39
TKT001614,Need more information about product I am disappointed.,general,P1,negative,chat,pro,Product_B,USA,2024-12-15,need more information about product i am disappointed,53
TKT022568,Do you offer discounts? Very happy with support.,general,P2,negative,email,pro,Product_C,Germany,2024-05-29,do you offer discounts very happy with support,46
TKT024796,Order tracking not updating Very happy with support.,delivery,P3,positive,email,free,Product_B,Germany,2024-01-20,order tracking not updating very happy with support,51
TKT025092,Website not loading properly Not satisfied.,technical,P3,negative,phone,pro,Product_B,Canada,2024-06-02,website not loading properly not satisfied,42
TKT040256,Delivery is delayed Very happy with support.,delivery,P1,positive,phone,pro,Product_C,UK,2024-01-18,delivery is delayed very happy with support,43
TKT027504,Cannot login to my account ASAP please.,account,P3,neutral,phone,enterprise,Product_B,Germany,2024-06-05,cannot login to my account asap please,38
TKT025753,Package missing Kindly resolve this.,delivery,P3,neutral,chat,pro,Product_A,India,2024-08-16,package missing kindly resolve this,35
TKT027194,Delivery is delayed This is very frustrating.,delivery,P3,neutral,chat,enterprise,Product_A,UK,2024-06-11,delivery is delayed this is very frustrating,44
TKT017798,My package has not arrived yet ASAP please.,delivery,P3,negative,phone,pro,Product_C,India,2024-01-18,my package has not arrived yet asap please,42
TKT011864,Received wrong product Very happy with support.,delivery,P2,negative,chat,enterprise,Product_B,Canada,2024-03-14,received wrong product very happy with support,46
TKT000722,Refund amount incorrect Kindly resolve this.,refund,P1,positive,email,pro,Product_B,USA,2024-07-06,refund amount incorrect kindly resolve this,43
TKT008111,Cannot login to my account Kindly resolve this.,account,P2,negative,phone,enterprise,Product_C,USA,2024-03-06,cannot login to my account kindly resolve this,46
TKT025051,App keeps crashing when I login Thank you.,technical,P0,positive,email,free,Product_A,UK,2024-03-06,app keeps crashing when i login thank you,41
TKT042216,When will my refund arrive? I am disappointed.,refund,P0,neutral,chat,pro,Product_A,Germany,2024-02-15,when will my refund arrive i am disappointed,44
TKT020767,App keeps crashing when I login ASAP please.,technical,P2,negative,email,pro,Product_B,USA,2024-02-05,app keeps crashing when i login asap please,43
TKT022334,Need help understanding pricing Kindly resolve this.,general,P3,positive,phone,pro,Product_C,USA,2024-10-17,need help understanding pricing kindly resolve this,51
TKT023551,Website not loading properly,technical,P3,negative,phone,free,Product_A,Germany,2024-07-25,website not loading properly,28
TKT048437,Account locked,account,P2,negative,email,free,Product_B,India,2024-09-29,account locked,14
TKT021452,My package has not arrived yet,delivery,P1,negative,chat,free,Product_B,Canada,2024-06-19,my package has not arrived yet,30
TKT016307,Feature not working correctly ASAP please.,technical,P3,neutral,email,pro,Product_B,India,2024-05-27,feature not working correctly asap please,41
TKT029324,Cannot login to my account Please help urgently.,account,P2,negative,email,enterprise,Product_C,UK,2024-05-09,cannot login to my account please help urgently,47
TKT004513,Billing error on last payment Kindly resolve this.,billing,P1,neutral,chat,pro,Product_A,Canada,2024-06-01,billing error on last payment kindly resolve this,49
TKT032774,When will my refund arrive? Kindly resolve this.,refund,P3,neutral,phone,enterprise,Product_A,Canada,2024-11-22,when will my refund arrive kindly resolve this,46
TKT015695,Account locked Very happy with support.,account,P1,negative,chat,enterprise,Product_B,Canada,2024-10-25,account locked very happy with support,38
TKT048811,Need more information about product,general,P2,neutral,chat,pro,Product_A,India,2024-07-23,need more information about product,35
TKT024101,App keeps crashing when I login Thank you.,technical,P0,positive,chat,free,Product_B,Canada,2024-06-19,app keeps crashing when i login thank you,41
TKT017567,My package has not arrived yet Very happy with support.,delivery,P2,negative,email,pro,Product_B,UK,2024-05-19,my package has not arrived yet very happy with support,54
TKT003203,Unable to reset my password Thank you.,technical,P2,negative,email,pro,Product_B,Germany,2024-07-01,unable to reset my password thank you,37
TKT027870,My invoice amount is incorrect,billing,P3,neutral,phone,pro,Product_B,Germany,2024-10-25,my invoice amount is incorrect,30
TKT034250,Need help understanding pricing This is very frustrating.,general,P3,positive,email,free,Product_B,India,2024-03-11,need help understanding pricing this is very frustrating,56
TKT006052,Account access issue Please help urgently.,account,P3,negative,email,pro,Product_B,UK,2024-07-13,account access issue please help urgently,41
TKT033730,Requesting refund immediately Please help urgently.,refund,P2,negative,chat,enterprise,Product_A,USA,2024-11-18,requesting refund immediately please help urgently,50
TKT033735,Need help understanding pricing I am disappointed.,general,P3,negative,email,enterprise,Product_B,USA,2024-08-04,need help understanding pricing i am disappointed,49
TKT041784,App keeps crashing when I login Kindly resolve this.,technical,P1,positive,email,free,Product_C,Canada,2024-06-24,app keeps crashing when i login kindly resolve this,51
TKT036379,Order tracking not updating Please help urgently.,delivery,P1,negative,phone,enterprise,Product_B,Canada,2024-06-15,order tracking not updating please help urgently,48
TKT037051,Unable to reset my password Very happy with support.,technical,P3,negative,email,pro,Product_B,UK,2024-09-04,unable to reset my password very happy with support,51
TKT045284,Forgot password Very happy with support.,account,P2,positive,email,enterprise,Product_C,Germany,2024-01-09,forgot password very happy with support,39
TKT022611,Delivery is delayed ASAP please.,delivery,P2,neutral,email,free,Product_C,Canada,2024-04-16,delivery is delayed asap please,31
TKT015220,Cannot login to my account Please help urgently.,account,P3,neutral,chat,free,Product_C,UK,2024-07-04,cannot login to my account please help urgently,47
TKT046916,How does this feature work? ASAP please.,general,P2,negative,email,pro,Product_B,USA,2024-11-21,how does this feature work asap please,38
TKT016477,Need to change email ASAP please.,account,P3,neutral,phone,enterprise,Product_C,USA,2024-10-27,need to change email asap please,32
TKT032921,Refund not processed yet This is very frustrating.,refund,P2,neutral,phone,enterprise,Product_A,India,2024-09-05,refund not processed yet this is very frustrating,49
TKT010743,I was charged twice for my subscription Thank you.,billing,P0,neutral,phone,free,Product_B,Canada,2024-06-16,i was charged twice for my subscription thank you,49
TKT025717,Order tracking not updating I am disappointed.,delivery,P0,positive,chat,pro,Product_C,Germany,2024-01-22,order tracking not updating i am disappointed,45
TKT038804,App keeps crashing when I login Not satisfied.,technical,P2,negative,email,free,Product_C,Germany,2024-01-10,app keeps crashing when i login not satisfied,45
TKT047665,Order tracking not updating Kindly resolve this.,delivery,P3,negative,phone,pro,Product_A,India,2024-05-04,order tracking not updating kindly resolve this,47
TKT047745,I want a refund for my order This is very frustrating.,refund,P3,negative,phone,free,Product_B,India,2024-10-17,i want a refund for my order this is very frustrating,53
TKT008340,Requesting refund immediately,refund,P2,positive,phone,enterprise,Product_C,Germany,2024-08-09,requesting refund immediately,29
TKT035857,Account locked Kindly resolve this.,account,P2,negative,phone,pro,Product_C,USA,2024-10-19,account locked kindly resolve this,34
